division,position,position_raw,name,event_relative_score,event_total_score,pdga_number,username,round_relative_score,round_total_score,hole_1,hole_2,hole_3,hole_4,hole_5,hole_9,hole_10,hole_11,hole_12,hole_13,hole_14,hole_15,hole_16,hole_17,hole_18,hole_19,hole_20,hole_21
WHITE,T13,13,Dennis Woodward,0,55,52512,jackpsquat,0,55,3,3,2,3,3,4,3,4,3,4,3,3,3,3,3,2,3,3
WHITE,T13,13,Stefan Scepanovic,0,55,271523,scepa991,0,55,4,3,2,3,3,3,3,5,3,3,4,3,3,2,3,3,3,2
WHITE,T16,16,John Blake,2,57,,jtblake4,2,57,3,3,3,3,2,3,4,4,3,5,4,3,3,3,3,2,3,3
WHITE,T16,16,Patrick Fitzgerald,2,57,,prolandscaper,2,57,3,3,3,3,5,3,3,5,3,4,3,2,3,4,2,2,3,3
WHITE,T16,16,Stu Brown,2,57,,smrtprts,2,57,3,5,2,3,3,3,2,4,3,3,4,3,5,2,3,3,3,3
WHITE,T19,19,Sam Eichenlaub,3,58,105262,samykus,3,58,3,3,3,3,3,5,2,5,3,4,3,3,3,4,3,2,3,3
WHITE,T19,19,Chris jordan,3,58,,cjnasty,3,58,3,4,3,3,3,3,3,3,3,4,4,3,2,3,3,4,3,4
WHITE,T21,21,Michael Irizarry,5,60,199113,mirizar,5,60,3,3,3,3,3,3,3,7,2,5,4,3,4,3,3,3,2,3
WHITE,T21,21,Kyle Bazzell,5,60,,kyle696,5,60,3,3,3,2,3,3,3,4,3,4,3,4,3,3,6,4,3,3
WHITE,T21,21,Manny Gonzalez,5,60,,mannygonzalez,5,60,3,3,3,2,3,3,3,5,2,4,3,4,4,4,4,4,3,3
WHITE,T24,24,Jeremy Conner,6,61,256953,connjer78,6,61,3,4,4,3,4,3,3,5,3,3,3,3,5,3,3,3,3,3
WHITE,T24,24,Stacey Duke,6,61,,elduko,6,61,4,4,2,3,3,2,3,6,3,5,3,3,3,4,4,3,3,3
WHITE,T26,26,Jeremy Burgay,7,62,105264,jermburg,7,62,4,4,3,3,4,3,3,3,3,5,3,4,3,4,4,3,3,3
WHITE,T26,26,Elliot Hauser,7,62,,elliothauser,7,62,4,5,2,3,2,4,3,6,4,5,3,3,4,2,3,3,3,3
WHITE,28,28,Kevin Cheek,13,68,103077,bigmoneycheeks,13,68,4,4,3,2,4,3,3,8,3,5,3,4,4,2,5,3,4,4
RED,1,1,Paul Verberne,5,60,83677,wizdog,5,60,3,3,3,3,3,4,3,4,3,4,4,3,3,4,3,3,3,4
RED,T2,2,Justin Holder,6,61,243083,s14badass,6,61,3,3,3,4,4,3,3,4,3,4,3,3,4,4,4,3,3,3
RED,T2,2,Stephen Hoffart ,6,61,271729,midnightlace,6,61,3,4,3,3,3,3,3,7,3,4,4,3,3,4,3,3,2,3
RED,T2,2,Kevin Osborn,6,61,,kevinosborn88,6,61,4,4,3,3,4,3,3,3,3,5,3,4,4,3,4,3,2,3
RED,T2,2,Robert Hartsoe,6,61,,hartsoerob,6,61,3,3,3,3,3,3,3,5,4,4,3,4,4,3,3,4,3,3
RED,6,6,Michael Filewicz,7,62,,lifeasmike,7,62,3,3,3,3,4,3,4,5,4,3,3,3,3,3,3,4,4,4
RED,7,7,Paul Phillips ,9,64,,slicenugget,9,64,3,4,2,1,4,4,4,5,5,4,4,3,3,4,3,3,3,5
RED,8,8,Chris Friedman,10,65,,doopesmoker420,10,65,4,3,3,3,4,4,3,5,4,4,4,4,3,3,4,3,3,4
RED,9,9,Jacob Simpson,14,69,,yungbingus,14,69,4,4,3,3,3,4,3,6,6,4,3,4,3,4,3,4,3,5
RED,10,10,Drew Collier,15,70,198837,drewcollier,15,70,5,5,4,4,3,4,4,4,4,4,5,6,2,3,4,2,2,5
RED,DNF,,paul vandemark,3,24,,pavandemark,3,24,,,,,,,,,,,3,4,4,3,4,3,3,
