division,position,position_raw,name,event_relative_score,event_total_score,pdga_number,username,round_relative_score,round_total_score,hole_1,hole_2,hole_3,hole_4,hole_5,hole_6,hole_7,hole_8,hole_9,hole_10,hole_11,hole_12,hole_13,hole_14,hole_15,hole_16,hole_17,hole_18,hole_19,hole_20,hole_21
BLUE,T6,6,Dylan Epley,-3,61,162111.0,depley,-3,61,3,3,3,3,3,3,3,3,4,2,4,3,3,2,3,2,3,3,2,3,3
BLUE,T8,8,Nate Golden,-2,62,127611.0,ngolden21,-2,62,3,3,3,3,2,2,2,3,4,3,3,3,5,3,2,3,4,3,3,2,3
BLUE,T8,8,Joseph Plumb,-2,62,128029.0,joejams,-2,62,3,3,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3
BLUE,10,10,Ryan Cronauer,-1,63,116264.0,ryancronauer,-1,63,2,3,3,2,3,3,3,3,3,3,4,4,2,2,3,3,4,4,3,3,3
BLUE,T11,11,Garret posey,0,64,301758.0,garretposey,0,64,3,2,2,3,3,3,3,3,3,2,4,3,5,5,4,2,3,3,2,3,3
BLUE,T11,11,Jeff Peterson,0,64,,vikingjpete,0,64,3,3,2,3,3,2,2,3,4,3,5,4,3,3,3,4,2,3,3,3,3
BLUE,13,13,Albert Longoria,1,65,134311.0,albertlongoria,1,65,3,3,3,3,2,3,2,3,4,3,4,2,5,3,3,3,3,5,2,3,3
BLUE,14,14,Caleb Brammer,3,67,142846.0,calebrb,3,67,4,3,4,3,3,2,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3
BLUE,15,15,Ted G,4,68,,tedg27,4,68,4,3,3,3,3,2,3,4,5,2,5,3,3,3,3,3,3,4,3,3,3
BLUE,16,16,Kyle Jenkins,5,69,39888.0,kylejenkins,5,69,4,3,3,3,3,3,3,4,3,3,5,3,4,4,2,4,3,3,3,2,4
BLUE,17,17,ISMAEL LLAMAS JR,6,70,187567.0,ismaelllamasjr,6,70,3,3,3,2,3,3,3,4,4,3,4,3,3,4,5,4,3,3,4,3,3
WHITE,1,1,Kevin Cheek,-4,60,103077.0,bigmoneycheeks,-4,60,3,3,3,2,3,4,2,3,2,2,4,2,5,3,2,3,2,4,2,3,3
WHITE,T2,2,Michael Irizarry,-2,62,199113.0,mirizar,-2,62,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
WHITE,T2,2,Blake Meyers,-2,62,,glutenator,-2,62,3,3,2,2,2,3,2,4,4,3,4,4,4,3,2,2,3,4,2,3,3
WHITE,T4,4,Glenn Daigle,-1,63,205860.0,glenndaigle,-1,63,3,4,3,2,3,3,3,4,4,3,3,3,3,3,2,3,3,3,2,3,3
WHITE,T4,4,Cody Hoefar,-1,63,,callmethedoctor,-1,63,3,3,3,3,2,3,4,4,4,3,3,3,4,3,2,3,2,3,3,2,3
WHITE,T4,4,Miles Kane,-1,63,,milsman2,-1,63,3,3,3,2,3,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3
WHITE,T7,7,Stefan Scepanovic,0,64,271523.0,scepa991,0,64,3,2,2,3,4,3,3,3,2,3,4,3,5,3,2,3,4,3,2,3,4
WHITE,T7,7,John Thurston,0,64,,gtfuzz,0,64,3,2,3,3,4,3,3,3,4,3,3,3,4,3,3,3,2,4,2,3,3
WHITE,T9,9,Chris jordan,1,65,,cjnasty,1,65,3,3,3,3,4,3,3,3,4,3,4,2,4,3,3,2,3,3,3,3,3
WHITE,T9,9,Grant Ball,1,65,,gballl,1,65,3,3,3,3,3,3,3,3,3,3,4,3,4,2,2,3,3,3,3,5,3
WHITE,T11,11,Kirby cummings ,2,66,231215.0,kirbyc415,2,66,3,3,3,3,4,3,3,3,3,2,4,4,4,3,3,3,3,3,3,3,3
WHITE,T11,11,El Rebo,2,66,295722.0,elrebo,2,66,3,4,3,3,3,4,2,3,3,3,3,3,4,3,3,3,4,3,3,3,3
WHITE,13,13,Patrick Fitzgerald,4,68,,prolandscaper,4,68,3,4,2,3,4,4,2,3,5,3,4,3,3,3,3,3,3,4,3,3,3
WHITE,T14,14,Dennis Woodward,6,70,52512.0,jackpsquat,6,70,3,4,3,3,4,3,3,4,3,3,5,3,4,3,3,3,3,4,2,3,4
WHITE,T14,14,Stacey Duke,6,70,,elduko,6,70,4,3,3,4,3,3,3,4,4,2,4,5,4,3,3,3,3,4,2,3,3
WHITE,16,16,John Blake,7,71,,jtblake4,7,71,4,3,3,3,2,4,3,5,3,3,4,3,4,4,4,3,3,4,3,3,3
WHITE,17,17,Drew Collier,8,72,198837.0,drewcollier,8,72,3,5,2,2,3,3,3,5,2,3,8,2,3,3,5,5,3,4,2,3,3
WHITE,18,18,Payton McCain,9,73,75804.0,paytonmc,9,73,3,3,3,3,4,3,3,4,4,3,4,4,5,3,4,3,4,4,4,2,3
WHITE,19,19,Robert Dingwall,12,76,,dingwallrobert,12,76,3,4,3,3,3,5,4,4,4,4,4,4,4,4,4,2,2,3,6,3,3
RED,T1,1,Stephen Hoffart ,6,70,271729.0,midnightlace,6,70,4,4,3,2,3,3,4,3,5,3,4,5,3,3,2,3,3,3,3,4,3
RED,T1,1,Chris Friedman,6,70,,doopesmoker420,6,70,4,4,4,3,3,3,4,3,3,3,4,3,4,3,3,3,3,4,3,3,3
RED,T1,1,Jacob Simpson,6,70,,yungbingus,6,70,3,5,3,3,3,4,4,5,4,3,4,4,3,3,3,3,3,3,2,3,2
RED,T1,1,Michael Filewicz,6,70,,lifeasmike,6,70,3,4,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,4,3,3,4
RED,5,5,Robert Hartsoe,7,71,,hartsoerob,7,71,5,4,4,3,3,3,3,4,4,2,4,3,3,3,3,3,3,4,3,3,4
RED,6,6,Justin Holder,14,78,243083.0,s14badass,14,78,4,6,3,4,3,3,4,4,3,3,4,4,4,3,3,3,3,4,4,5,4
RED,7,7,Ian McClellan,16,80,,rthawk,16,80,4,3,3,3,4,3,4,4,5,3,4,4,4,4,4,4,5,5,4,3,3
