division,position,position_raw,name,event_relative_score,event_total_score,pdga_number,username,round_relative_score,round_total_score,hole_1,hole_2,hole_3,hole_4,hole_5,hole_6,hole_7,hole_8,hole_9,hole_10,hole_11,hole_12,hole_13,hole_14,hole_15,hole_16,hole_17,hole_18,hole_19,hole_20,hole_21
WHITE,T3,3,Kirby cummings ,-2,62,231215.0,kirbyc415,-2,62,3,3,3,2,3,3,2,3,3,2,5,3,4,4,2,2,3,3,3,3,3
WHITE,T5,5,Michael Irizarry,-1,63,199113.0,mirizar,-1,63,3,4,3,2,3,3,3,4,2,2,4,2,3,3,3,3,3,4,4,2,3
WHITE,T5,5,John Blake,-1,63,,jtblake4,-1,63,3,3,2,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3
WHITE,T7,7,Glenn Daigle,0,64,205860.0,glenndaigle,0,64,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,3,2,3,2,3
WHITE,T7,7,Patrick Fitzgerald,0,64,,prolandscaper,0,64,2,3,3,2,2,3,3,5,4,2,4,3,4,3,3,2,2,3,4,3,4
WHITE,T9,9,Dennis Woodward,1,65,52512.0,jackpsquat,1,65,3,3,3,3,3,3,3,3,3,3,5,3,4,3,3,2,3,3,3,3,3
WHITE,T9,9,Cody Hoefar,1,65,,callmethedoctor,1,65,3,3,3,3,4,3,2,3,3,3,4,3,4,3,3,3,3,3,3,3,3
WHITE,T11,11,Miles Kane,2,66,,milsman2,2,66,5,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3
WHITE,T11,11,Robert Dingwall,2,66,,dingwallrobert,2,66,3,5,3,2,3,3,3,4,2,2,4,3,4,3,3,3,4,3,2,3,4
WHITE,T13,13,Blake Meyers,3,67,,glutenator,3,67,3,4,4,3,3,3,3,3,4,2,3,3,3,3,4,3,3,4,3,3,3
WHITE,T13,13,Chris jordan,3,67,,cjnasty,3,67,3,3,2,3,3,2,3,3,3,5,5,4,4,3,3,3,3,3,3,3,3
WHITE,T13,13,Grant Ball,3,67,,gballl,3,67,3,3,3,3,3,2,3,3,4,4,4,3,4,3,3,3,3,4,3,3,3
WHITE,T13,13,John Thurston,3,67,,gtfuzz,3,67,3,3,3,3,4,2,3,3,4,4,3,3,3,4,3,3,4,4,3,2,3
WHITE,17,17,Stacey Duke,4,68,,elduko,4,68,4,3,3,2,3,3,3,4,6,3,4,3,4,3,3,2,3,3,3,3,3
RED,1,1,Michael Filewicz,3,67,,lifeasmike,3,67,3,3,3,2,3,2,3,4,3,3,5,4,5,3,2,3,4,3,3,3,3
RED,2,2,Stephen Hoffart ,5,69,271729.0,midnightlace,5,69,3,3,3,3,3,5,3,4,3,3,5,3,3,3,3,3,3,5,2,3,3
RED,3,3,Justin Holder,6,70,243083.0,s14badass,6,70,4,3,3,4,4,2,4,4,3,3,5,4,3,3,3,3,4,3,3,2,3
RED,4,4,Jacob Simpson,8,72,,yungbingus,8,72,3,4,3,3,3,3,4,3,4,3,4,5,3,3,3,3,3,5,3,4,3
RED,5,5,Robert Hartsoe,15,79,,hartsoerob,15,79,4,4,5,4,4,3,4,4,3,3,4,5,3,3,3,4,4,5,3,3,4
RED,6,6,Ian McClellan,21,85,,rthawk,21,85,4,4,3,4,4,4,4,4,5,3,6,4,3,6,3,3,4,5,4,4,4
