division,position,position_raw,name,event_relative_score,event_total_score,pdga_number,username,round_relative_score,round_total_score,hole_1,hole_2,hole_3,hole_4,hole_5,hole_6,hole_7,hole_8,hole_9,hole_10,hole_11,hole_12,hole_13,hole_14,hole_15,hole_16,hole_17,hole_18,hole_19,hole_20,hole_21
WHITE,T12,12,Robert Dingwall,1,65,,dingwallrobert,1,65,3,3,2,3,4,3,3,4,3,4,3,3,4,3,3,2,2,4,3,3,3
WHITE,T15,15,Drew Collier,2,66,198837.0,drewcollier,2,66,3,4,2,3,3,3,3,3,3,2,4,3,4,3,4,3,3,3,3,4,3
WHITE,T15,15,John Blake,2,66,,jtblake4,2,66,3,3,3,3,3,2,3,3,3,3,4,3,4,3,3,3,4,4,3,3,3
WHITE,17,17,Patrick Fitzgerald,3,67,,prolandscaper,3,67,3,3,3,3,3,2,2,4,5,3,4,2,4,3,3,3,4,3,3,3,4
WHITE,18,18,Stacey Duke,4,68,,elduko,4,68,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,4,4,3,3,3
WHITE,19,19,Dennis Woodward,7,71,52512.0,jackpsquat,7,71,3,3,2,3,4,3,3,4,6,3,4,3,4,4,3,3,4,3,4,2,3
RED,1,1,Jeremy Burgay,-2,62,105264.0,jermburg,-2,62,3,3,3,3,3,3,3,4,3,2,4,3,3,3,2,2,3,3,3,3,3
RED,2,2,Michael Filewicz,3,67,,lifeasmike,3,67,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,4,3,3,3,3,3
RED,3,3,Stephen Hoffart ,6,70,271729.0,midnightlace,6,70,4,3,2,2,4,3,3,4,3,3,5,3,4,3,3,3,4,3,3,5,3
RED,4,4,Justin Holder,8,72,243083.0,s14badass,8,72,3,5,3,3,3,3,4,4,3,3,5,3,4,4,3,3,4,3,3,3,3
RED,5,5,Jacob Simpson,12,76,,yungbingus,12,76,4,4,3,3,3,3,5,4,4,4,5,4,4,4,2,3,3,4,4,3,3
RED,6,6,Robert Hartsoe,17,81,,hartsoerob,17,81,6,3,4,4,4,4,4,5,4,4,5,4,4,4,3,3,3,4,3,3,3
RED,7,7,Ian McClellan,19,83,,rthawk,19,83,5,4,3,3,4,4,4,6,6,3,4,4,5,3,4,3,4,4,3,3,4
